"id_training_data","id_berita","id_topik","berita","trainig_class"
"625","737","3","Wisuda XIV UMN: Menjawab Tantangan Era Industri 4.0","None"
"626","738","3","3 Jenazah Kembali Ditemukan di Perairan Selat Malaka","None"
"627","739","3","Di Balik Kisah Difabel Rahmat Hidayat, Jago Desain, Idolakan Igun, hingga Ingin Bertemu Jokowi","None"
"628","740","3","Peserta Reuni 212 Meninggal, Prabowo Sampaikan Dukacita, Anies Melayat","None"
"629","741","3","Erdogan: Turki Tidak Bermaksud Bahayakan Kerajaan Saudi dengan Kasus Khashoggi","None"
"630","742","3","Mayat Perempuan Ditemukan Tergeletak di Tegalan, Diduga Korban Pembunuhan","None"
"631","743","3","Sandiaga: Kamar Hotel Seluruhnya Laku Berkat Acara Reuni 212","None"
"632","744","3","Ketua RW di Jatinegara Peserta Reuni 212 Meninggal Setelah 2 Jam Terjebak Macet","None"
"633","745","3","Cerita Brigpol Jackson Korban Tersambar Pesawat Pengangkut BBM di Papua","None"
"634","746","3","Mantan Wali Kota Tasik: Dulu Zaman Saya Beli Gunung, Sekarang Habis...","None"
"635","747","3","Diduga Kelelahan Acara Reuni 212, Ketua RW di Jatinegara Meninggal","None"
"636","748","3","Rieke: September Lalu, Jokowi Angkat 4.000 Tenaga Kesehatan Jadi PNS ","None"
"637","749","3","Seorang Petani di Riau Gantung Diri Setelah Bertengkar dengan Istrinya","None"
"638","750","3","600 Hari Penyerangan Novel Baswedan, Komitmen Jokowi Kembali Ditagih","None"
"639","751","3","Mensos Ajak Semua Kalangan Wujudkan Indonesia Inklusi","None"
"640","752","3","Tidak Diberi Bir Gratis, Perempuan Ini Nekat Coba Bakar Sebuah Kedai","None"
"641","753","3","Di Yogyakarta, Sandiaga Sampaikan Alasan Tidak Hadir di Acara Reuni 212","None"
"642","754","3","Kolaborasi \"Scarf\" untuk Pemerataan Akses Materi Pendidikan","None"
"643","755","3","Olly Ajak PARFI Produksi Film di Sulawesi Utara","None"
"644","756","3","Anies: Massa Reuni 212 Mungkin Lebih Banyak dari Tahun Baru, tapi Sampahnya Lebih Sedikit","None"
"645","757","3","Banjir di Rawa Terate, Sudin SDA Jaktim Akan Pasang Dua Pompa \"Mobile\"","None"
"646","758","3","Warga Gotong Royong Bersihkan Sungai dari Limbah Minyak Pipa Pertamina","None"
"647","759","3","Suami Penganiaya Istri Ditetapkan sebagai Tersangka","None"
"648","760","3","Seorang Pria Ditemukan Tewas di Jembatan Sungai Cisadane","None"
"649","761","3","KPU Segera Putuskan Pencalonan OSO sebagai Calon DPD","None"
"650","762","3","Tangkal Banjir, BBWS Targetkan Punya 7 Kolam Retensi Baru Di Citarum","None"
"651","763","3","Hendak Singkirkan Kasur, Kakek Tewas Terseret Banjir Bandang","None"
"652","764","3","Basarah Dilaporkan ke Bareskrim Terkait Dugaan Penghinaan Soeharto","None"
"653","765","3","Pangdam dan Kapolda Papua Menuju Lokasi Dugaan Tewasnya 31 Pekerja Jembatan di Nduga","None"
"654","766","3","GP Ansor dan PBNU Protes Kicauan Dubes Arab Saudi soal Reuni 212","None"
"655","767","3","Anies: Saya Pernah Merasakan Kerepotan Orang yang Naik Transjakarta","None"
"656","768","3","Bareskrim Polri Periksa Saksi Terkait Bahar bin Smith di Polda Sumsel","None"
"657","769","3","Hilang di Sungai Setelah Bergelut dengan Buaya, Heri Ditemukan Tewas","None"
"658","770","3","Hentikan Perlombaan Senjata, Trump Ingin Bertemu Putin dan Xi Jinping","None"
"659","771","3","Sambut Hari Antikorupsi, KPK Gelar Konferensi Pemberantasan Korupsi","None"
"660","772","3","Kongres Kebudayaan 2018 Siap Digelar Rabu Pekan Ini","None"
"661","773","3","Sebanyak 31 Pekerja Jembatan di Nduga Papua Diduga Dibunuh KKB Karena Ambil Foto Upacara","None"
"662","774","3","Produsen Kosmetik Oplosan di Kediri Pernah \"Endorse\" 6 Artis Ibu Kota","None"
"663","775","3","Muara Sungai Dangkal Penyebab Pasokan BBM di Pangkal Pinang Terhambat","None"
"664","776","3","Cuaca Buruk, Pesawat Garuda Tujuan Pontianak Mendarat di Pangkal Pinang","None"
"665","777","3","AS Dukung Rencana Israel Menghancurkan Terowongan Hezbollah","None"
"666","778","3","Dialog dengan Masyarakat Desa, Sandiaga Janji Bangun Infrastruktur","None"
"667","779","3","Ada Perbaikan Jalan Sitanala, Ini Alternatif yang Bisa Dilalui","None"
"668","780","3","Keluarga Pekerja Jembatan di Nduga Papua Cemas Menanti Kabar","None"
"669","781","3","Dinding Turap Saluran Air di Pondok Indah Jebol","None"
"670","782","3","Caleg Gerindra Informasikan Nomor Urutnya Saat Temui Guru-guru di SMP 127","None"
"671","783","3","Akan Naikkan Tarif dan Kurangi Parkir, Anies Ingin Warga Beralih ke Transportasi Umum","None"
"672","784","3","Pimpinan Komisi VIII Minta Kemensos Serius Bina Panti Rehabilitasi Sosial","None"
"673","785","3","Jika AS Keluar dari Perjanjian Nuklir, Rusia Sudah Siap Lomba Senjata","None"
"674","786","3","Janjikan Pekerjaan, Milda Tipu 64 Korban dan Raup Rp 300 Jutaan","None"
"675","787","3","Soekarwo : Kebijakan Ganjil Genap Tidak Akan Diterapkan di Jatim","None"
"676","788","3","Politeknik Siap Menjadi Motor Era Industri 4.0","None"
"677","789","3","Pencalonan Oesman Sapta akan Diputuskan, KPU Pastikan Tetap Ikuti MK","None"
"678","790","3","Anggota Komisi I: Pembunuhan 31 Pekerja di Nduga Papua Teror Terhadap Negara","None"
"679","791","3","Tolak Tambang, Ratusan Warga Hadang WNA dan Staf Dinas ESDM","None"
"680","792","3","Eurico Guterres: Masih Banyak Warga Eks Timtim yang Tinggal di Kamp Pengungsian","None"
"681","793","3","Terbukti Sebabkan Longsor, Aktivitas Tambang PT ABN Dihentikan","None"
"682","794","3","Sebanyak 35 Pemda di Jawa Tengah Sepakat Gunakan Transaksi Non-tunai","None"
"683","795","3","Supriyadi, Penyuluh Agama dengan Gangguan Penglihatan yang Bergaji Hanya Rp 500.000 Per Bulan","None"
"684","796","3","Dipenuhi Sampah dan Berbusa, Begini Kondisi Kali di Jalan Unisma Bekasi","None"
"685","797","3","Cari Pencuri Yoghurt, Polisi Taiwan Gunakan Tes DNA Jutaan Rupiah","None"
"686","798","3","Mendikbud Ungkap Beda Pelajaran PMP era Orba dan yang Akan Diajarkan pada 2019","None"
"687","799","3","Tangani Kekerasan di Papua, Aparat Diminta Tetap Utamakan Prinsip HAM","None"
"688","800","3","Trembesi dan Tabebuya Bakal Mempercantik Tol Trans Jawa di Jawa Timur","None"
"689","801","3","Kemendagri Kebut Perekaman e-KTP Jelang Pemilu 2019","None"
"690","802","3","Polisi Menduga Masih Ada Pekerja Jembatan yang Belum Ditemukan di Nduga Papua","None"
"691","803","3","6 Jam Diperiksa Penyidik Polda, Jubir KY Keberatan Jawab 10 Pertanyaan","None"
"692","804","3","Ijinkan Anak Mengkhayal, Ini 4 Manfaatnya","None"
"693","805","3","Ibu Ini Cemas Anaknya Disebut Jadi Korban Pembunuhan KKB Papua","None"
"694","806","3","KPK Tahan 2 Tersangka Kasus Dugaan Korupsi Jalan di Bengkalis","None"
"695","807","3","Sakit Hati Diputus, Pemuda Sebar Foto Mantan Pacar dan Tulis \"Bisa Dibooking\"","None"
"696","808","3","Selang Alkon Lepas Saat Pengisian BBM, Rumah dan Kamar Kos Terbakar","None"
"697","809","3","Presiden Minta ICMI Beri Pencerahan Publik soal Pentingnya Persatuan","None"
"698","810","3","DPO 2,5 Tahun, Terpidana Pemalsuan Dokumen Kapal Ditangkap","None"
"699","811","3","JICA Belum Setujui Pemindahan Depo MRT ke Stadion BMW","None"
"700","812","3","Bocah yang Diduga Hanyut Belum Ditemukan, Pencarian Dilanjutkan Jumat Pagi","None"
"701","813","3","Pengacara: Bahar bin Smith Ditetapkan sebagai Tersangka","None"
"702","814","3","Layanan Internet di Sumatera Bagian Tengah Terganggu, Ini Kata Telkomsel","None"
"703","815","3","Di Cirebon, Kasus-kasus Pembunuhan Didominasi Latar Belakang Asmara","None"
"704","816","3","Ma'ruf Amin: Pembangunan Infrastruktur di Papua Tak Boleh Berhenti","None"
"705","817","3","Hujan Deras, Jalan Masuk Dermaga Borong, Manggarai Timur Jebol","None"
"706","818","3","Setubuhi Putri Kandungnya, Pria Ini Divonis 15 Tahun Penjara dan Denda Rp 1 Miliar","None"
"707","819","3","Survei LSI: 2 Bulan Kampanye, Elektabilitas Jokowi-Ma'ruf 53,2 Persen, Prabowo-Sandiaga 31,2 Persen","None"
"708","820","3","Tujuh Jenazah yang Dibunuh KKB di Nduga Papua Dipastikan Karyawan PT Istaka Karya","None"
"709","821","3","Cegah Penjualan Blangko E-KTP, Kemendagri Bakal Pantau Toko Online","None"
"710","822","3","Pemkot Surakarta Tak Segan Meja Hijaukan Pembuang Sampah Sembarangan","None"
"711","823","3","Polisi Telusuri Dugaan Oknum TNI Jadi Pelaku Penembakan 3 Warga Prabumulih ","None"
"712","824","3","Aktor Sean Penn Syuting Film Pembunuhan Jurnalis Jamal Khashoggi","None"
"713","825","3","\"Negara Harus Minta Maaf jika Tak Mampu Usut Pelanggaran HAM\"","None"
"714","826","3","DVI dan INAFIS Identifikasi Korban yang Ditemukan di Selat Malaka","None"
"715","827","3","Keluarga Korban Penembakan Paniai Tolak Rp 4 Miliar yang Ditawarkan Pemerintah","None"
"716","828","3","Kubu Prabowo: PSI Semangatnya Menyerang Orba, Bukan Berantas Korupsi","None"
"717","829","3","Kata Peneliti, Pemerintah Harus Berikan Trauma Healing untuk Korban Konflik Papua","None"
"718","830","3","Usai Tenggak Miras, Seorang Lelaki Tewas Ditikam oleh Teman Minumnya","None"
"719","831","3","Bupati TTU Jemput Jenazah Emanuel, Korban Penembakan KKB di Nduga","None"
"720","832","3","Surabaya Raih Penghargaan Online Popular City di Guangzhou International Award 2018","None"
"721","833","3","Polisi China Ringkus Geng Jual Beli Obat Kanker Ilegal","None"
"722","834","3","Erick Thohir: Ma'ruf Amin Belum Bergerak Sudah 53 Persen, Apalagi Nanti...","None"
"723","835","3","375 Ekor Kucing Diselamatkan dari Rumah Jagal Ilegal di China","None"
"724","836","3","Jalan Tol Baru, Pengemudi Diminta Tidak Euforia Berlebihan","None"
"725","837","3","Eka Kurniawan Raih Penghargaan Sastra Internasional di Belanda","None"
"726","838","3","Kerjakan Jembatan di Nduga Papua, PT Istaka Karya Tak Dikawal Pihak Keamanan","None"
"727","839","3","Bawaslu dan Dishub Copot Stiker Bergambar Paslon Capres di Angkot Tangsel","None"
"728","840","3","Aksi Perampokan Bank Terjadi di Brasil, 11 Orang Terbunuh","None"
"729","841","3","Mobil Pikap Tabrak Sepeda Motor dan Rumah, 2 Tewas","None"
"730","842","3","Bayi Berbalut Kain Batik Menangis Saat Ditemukan Warga di Belakang Kios","None"
"731","843","3","Truk Mundur, Batu Kali yang Diangkut Timpa Pengemudi Granmax di Belakangnya hingga Tewas","None"
"732","844","3","29 Jam Terombang-ambing di Lautan karena Mesin Kapal Mati, 6 ABK Ditemukan Lemas","None"
"733","845","3","Bahar bin Smith Jadi Tersangka, ini Komentar Sandiaga","None"
"734","846","3","Ratusan Rumah di Pulau Bangka Terendam Banjir hingga 1,5 Meter","None"
"735","847","3","BBM Sulit Didapatkan, Kendaraan di Polewali Mandar Antre dari Siang hingga Malam","None"
"736","848","3","Pesawat Susi Air Tergelincri di Lapter Mappi, Tak Ada Korban Jiwa","None"
"737","849","3","2019, \"Park and Ride\" Dibangun di Terminal Kampung Rambutan, Kalideres, dan TB Simatupang","None"
"738","850","3","Inilah Para Pemenang Kompasianival Awards 2018","None"
"739","851","3","Kompasianival 2018, Kopi Darat Para Blogger Kompasiana","None"
"740","852","3","\"Normalisasi Ciliwung Selama Baik Buat Warga, Kami Dukung\"","None"
"741","853","3","Pengetatan Parkir, DKI Siapkan \"Park and Ride\"","None"
"742","854","3","Dari Gubernur DKI Anies Baswedan hingga Menaker Hanif Sambut Kompasianival 2018","None"
"743","855","3","Kini, Tim Penggerak PKK Gratis Naik Transjakarta","None"
"744","856","3","Anies: Saya Warga di Kompasiana, tapi Akhir-akhir Ini Enggak Sempat Menulis","None"
"745","857","3","Sekarung E-KTP yang Ditemukan di Pondok Kopi Dibawa ke Polres","None"
"746","858","3","Kisah Inspiratif \"Perempuan Berjaya di Darat, Laut, Udara\" di Kompasianival 2018","None"
"747","859","4","Begini Cara Menghapus \"Program Jahat\" di Android","None"
"748","860","4","Layanan Digital dan IoT Telkomsel Diadopsi Perum Peruri","None"
"749","861","4","Kantor Situs Video Porno Balas Boikot Starbucks","None"
"750","862","4","Dirombak, Ikon Microsoft Office Jadi Lebih Modern","None"
"751","863","4","MediaTek Sesumbar Chip Helio P90 Bakal Berikan \"Terobosan\" AI","None"
"752","864","4","Korea Selatan Jerat 11 Pihak yang Jual Teknologi Samsung ke China","None"
"753","865","4","Rupilah, Aplikasi \"Buang Sampah Jadi Rupiah\" Buatan Mahasiswa Semarang","None"
"754","866","4","Jaringan Hotel Mariott Diretas, 500 Juta Data Tamu Dicuri","None"
"755","867","4","Fitur \"Close Friends\" Instagram Stories Kini Bisa Dipakai oleh Semua","None"
"756","868","4","Prediksi Jadwal Rilis dan Fitur Apple AirPods Berikutnya","None"
"757","869","4","Galaxy A8S dengan Layar \"Infinity-O\" Masuk Sertifikasi","None"
"758","870","4","YouTube Sempat Macet Gara-gara Video Ariana Grande","None"
"759","871","4","Berusia 24 Tahun, Ini Sejumlah Fakta Menarik Mengenai PlayStation","None"
"760","872","4","50.000 Printer Mendadak Cetak Ajakan \"Subscribe\" YouTuber PewDiePie","None"
"761","873","4","Jelang Harbolnas, Xiaomi Diskon Harga Redmi 6 dan Redmi S2","None"
"762","874","4","CEO Kalah Judi Triliunan Rupiah, Vendor Ponsel China Terancam Bangkrut","None"
"763","875","4","Tiga Operator Korea Selatan Serentak Luncurkan Jaringan 5G","None"
"764","876","4","Keinginan Bos Qualcomm untuk Damai Dimentahkan oleh Apple","None"
"765","877","4","Google Hangouts Tutup di 2020?","None"
"766","878","4","Samsung Ketahuan Promosikan Galaxy Note 9 Pakai iPhone","None"
"767","879","4","Ponsel Wizphone dengan OS Google Dijual di Alfamart Rp 99.000","None"
"768","880","4","Game \"Command & Conquer: Rivals\" Resmi Dirilis di Android dan iOS","None"
"769","881","4","Tulisan Tangan Steve Jobs Dilelang Rp 857 Juta","None"
"770","882","4","Ponsel Dua Layar Vivo Nex 2 Nongol di Video","None"
"771","883","4","Malam Hari, Sebaiknya Matikan Komputer atau Tidak?","None"
"772","884","4","\"Zombie\" Resident Evil 2 Akan Mendatangi Game PUBG Mobile","None"
"773","885","4","RedBus, Aplikasi Pemesanan Tiket Bus Antarkota Meluncur di Indonesia","None"
"774","886","4","Sony Bikin Ponsel Lipat dengan Layar Tembus Pandang?","None"
"775","887","4","ShareBuy, Konsep Belanja Online Keroyokan dari JD.ID untuk Harbolnas","None"
"776","888","4","Seperti Office, Ikon Windows 10 Juga Akan Dirombak","None"
"777","889","4","10 YouTuber dengan Pendapatan Tertinggi Sepanjang 2018","None"
"778","890","4","Janji Hapus Konten Porno, Tumblr Bakal Bisa Diakses di Indonesia?","None"
"779","891","4","Twitter Lite Diklaim Dongkrak Jumlah Pengguna di Indonesia","None"
"780","892","4","XL Home Tambah Layanan Netflix, Ekspansi ke 5 Kota Baru","None"
"781","893","4","Lihat Presentasi PowerPoint Bakal Seperti Nonton Film","None"
"782","894","4","100 Juta Pengguna Quora Jadi Korban Peretasan","None"
"783","895","4","Dari BTS hingga Dilan 1990, Ini Topik Terpopuler Twitter di 2018","None"
"784","896","4","Boyband K-Pop Kalahkan Popularitas Jokowi dan Prabowo di Twitter","None"
"785","897","4","Inikah Spesifikasi Asus Zenfone Max M2 dan Max Pro M2?","None"
"786","898","4","Microsoft Siapkan Peramban Serupa Chrome sebagai Pengganti Edge","None"
"787","899","4","Bocoran Dokumen Ungkap Nama Ponsel Layar Lipat Samsung","None"
"788","900","4","Google Go, Aplikasi Pencarian yang Ringan dan Irit Internet","None"
"789","901","4","Tumblr Akhirnya Blokir Konten Pornografi Mulai 17 Desember","None"
"790","902","4","Begini Cara Google Mendukung Ekonomi Digital Indonesia","None"
"791","903","4","Google Rilis Fitur Pencarian Lowongan Kerja","None"
"792","904","4","Mengenal Hastu Wijayasri, Sosok Programer Perempuan Difabel Indonesia","None"
"793","905","4","Bose Bikin Kacamata Pintar dengan Fitur Audio AR","None"
"794","906","4","Google Perbaiki Masalah Foto Tak Tersimpan di Android Pixel 3","None"
"795","907","4","Snapdragon 855 dengan Teknologi 5G, Bisa Apa Saja?","None"
"796","908","4","Pocophone F1 Kini Bisa Rekam Video \"Slow Motion\" Lebih Halus","None"
"797","909","4","Bos Huawei Ditangkap Polisi Kanada atas Permintaan AS","None"
"798","910","4","Google Buka Kursus Machine Learning Gratis untuk Developer Indonesia","None"
"799","911","4","Nokia 8.1 Resmi Meluncur, Harga Rp 6 Jutaan","None"
"800","912","4","Hotel di Swiss Sediakan Jasa \"Admin\" Instagram Sementara Tamu Liburan","None"
"801","913","4","YouTube Android Tembus 5 Miliar Unduhan","None"
"802","914","4","WhatsApp Mulai Disebar untuk Tablet Android","None"
"803","915","4","iPhone 5G Baru Akan Hadir di 2020?","None"
"804","916","4","Apa Kelebihan Dana Dibanding Aplikasi Dompet Digital Lain?","None"
"805","917","4","Aplikasi YouTube Akan Putar Video Secara Otomatis","None"
"806","918","4","Samsung Patenkan Smartwatch dengan Pemindai Sidik Jari di Layar","None"
"807","919","4","9 Tips Editing dan Posting Foto di Instagram","None"
"808","920","4","2 Tahun Lagi, Huawei Ingin Lengserkan Samsung","None"
"809","921","4","Maret 2019, Google Allo Resmi Ditutup","None"
"810","922","4","10 Video YouTube Terpopuler di Dunia 2018","None"
"811","923","4","Foto Hasil Kamera DSLR Dipakai Samsung untuk Iklan Galaxy A8 Star","None"
"812","924","4","2 Monitor 5K LG Meluncur di Indonesia, Bisa Nyambung MacBook Pro","None"
"813","925","4","Harga Oppo A7 di Indonesia Turun Jelang Harbolnas 1212","None"
"814","926","4","Xiaomi Ungguli Apple Berkat Mi Band 3","None"
"815","927","4","Setelah 3 Tahun, Windows 10 Belum Mampu Lewati Windows 7","None"
"816","928","4","Xiaomi Siapkan Ponsel Berkamera 48 Megapiksel, Meluncur Januari 2019","None"
"817","929","4","WordPress 5.0 Resmi Meluncur, Bawa Tampilan \"Blocks\" Serba Kotak","None"
"818","930","4","YouTube Rilis Rewind 2018, Ada SkinnyIndonesian24 dan Gen Halilintar","None"
"819","931","4","Qualcomm Resmikan Snapdragon 8cx, Chip Paling \"Ekstrim\" untuk Laptop","None"
"820","932","4","Ini Harga Resmi iPhone XR, XS, dan XS Max di Indonesia","None"
"821","933","4","Samsung Menurun, Apple Stagnan, Vendor \"Smartphone\" China Menanjak","None"
"822","934","4","10 Video Terpopuler 2018 di YouTube Indonesia","None"
"823","935","4","Pandora Gelar Rekomendasi Podcast di Android dan iOS","None"
"824","936","4","China Desak Kanada Bebaskan Petinggi Huawei yang Ditahan","None"
"825","937","4","HP Luncurkan Jajaran Printer dan Laptop untuk Pelaku UKM","None"
"826","938","2","Perbankan Indonesia Siap Terapkan Kelanjutan Standar Basel III","None"
"827","939","2","Kanada Minta AS Hapus Tarif Baja dan Alumunium","None"
"828","940","2","BTN Akad KPR 19.760 Nasabah","None"
"829","941","2","AS-Meksiko-Kanada Teken NAFTA Baru, Trump Klaim Menang","None"
"830","942","2","SMF Perkuat Peran Kurangi Beban Fiskal Pemerintah","None"
"831","943","2","Brexit, Inggris Berpeluang Kehilangan 8% Pertumbuhan PDB","None"
"832","944","2","Turki Berharap Hubungan Dagang dengan Tiongkok Meningkat","None"
"833","945","2","Indonesia Diyakini Tidak akan Kekurangan Pangan","None"
"834","946","2","Fed Kembali Tegaskan Siap Naikkan Suku Bunga","None"
"835","947","2","Ekonomi Inggris Tertekan Akibat Skenario Brexit","None"
"836","948","2","Data Perdagangan Pasar Saham Masih Positif","None"
"837","949","2","Dolar AS Hempaskan Poundsterling dan Euro","None"
"838","950","2","Harga Minyak Dunia Jatuh","None"
"839","951","2","Proyek KEIT Bekapur Dinilai Kurangi Beban Pelabuhan","None"
"840","952","2","Emas Berjangka Terlibas Keperkasaan Dolar AS","None"
"841","953","2","Kinerja Ekspor Industri Furnitur Tembus USD1,4 Miliar","None"
"842","954","2","Rupiah Terangkat Kerja Sama Pemerintah-BI-Swasta","None"
"843","955","2","Pasar Saham Amerika Serikat Merekah","None"
"844","956","2","Penyelesaian Listrik 35 Ribu MW Sesuai Kebutuhan","None"
"845","957","2","Modalku-Askrindo Sinergi Berdayakan UMKM","None"
"846","958","2","Medco Komitmen Pertahankan Produksi Migas","None"
"847","959","2","Tips Berbelanja Online Buat Generasi Milenial","None"
"848","960","2","Selain Dividen dan Pajak, BUMN Dituntut Pacu Ekonomi Rakyat","None"
"849","961","2","Danamart Siap Layani UKM dan UMKM","None"
"850","962","2","Jokowi: 1,2 Juta KK Belum Tersambung Listrik","None"
"851","963","2","PLN Bidik 100 Ribu KK Tersambung Listrik Secara Mandiri","None"
"852","964","2","Penyelesaian Tol Bocimi Kabar Baik Bagi Logistik Nasional","None"
"853","965","2","Penghormatan ke Mendiang George HW Bush, Pasar Saham Libur","None"
"854","966","2","Jokowi Bagi-Bagi Sambung Listrik Gratis","None"
"855","967","2","Perang Dagang AS-Tiongkok Bayangi Pembicaraan G20","None"
"856","968","2","Pelaku Usaha Harus Dilibatkan dalam Pembahasan Regulasi","None"
"857","969","2","Kemenperin Bakal Promosikan Fesyen Indonesia di Prancis","None"
"858","970","2","Airnav Indonesia Bangun Menara di Balikpapan","None"
"859","971","2","Pertamina MOR VI Operasikan 27 SPBU Satu Harga","None"
"860","972","2","Pariwisata Ditargetkan Jadi Penyumbang Utama Devisa Indonesia","None"
"861","973","2","Angin Segar Penundaan Tarif Baru Amerika-Tiongkok","None"
"862","974","2","IUPK Sementara Freeport Kembali Diperpanjang","None"
"863","975","2","OJK Pastikan Likuiditas Perbankan Masih Aman","None"
"864","976","2","Mandiri Capital Bidik 8 Startup untuk Investasi Tahun Depan","None"
"865","977","2","Blok Masela dan Proyek IDD Jadi Fokus Utama Dwi Soetjipto","None"
"866","978","2","Mendag Optimistis Kinerja Ekspor Perbaiki Neraca Perdagangan","None"
"867","979","2","2019, Mandiri Capital Luncurkan Venture Fund","None"
"868","980","2","Tekan Impor dengan Penemuan Cadangan Migas Raksasa","None"
"869","981","2","Investor Pasar Modal Bisa Capai 6 Juta di 2019","None"
"870","982","2","Gejolak Suku Bunga buat Proyeksi Pertumbuhan Kredit 2019 Tersendat","None"
"871","983","2","Bekraf Dorong Startup untuk Melantai di Bursa","None"
"872","984","2","Rupiah Semakin Kokoh","None"
"873","985","2","Menkeu Siap Revisi Aturan Pajak demi IPO","None"
"874","986","2","Harga Pertamax Cs Bakal Turun di Waktu yang Tepat","None"
"875","987","2","OJK: Pertumbuhan Kredit Bisa Tembus 14% di Akhir 2018","None"
"876","988","2","Dwi Soetjipto Diminta Tingkatkan Cadangan Migas","None"
"877","989","2","Terinspirasi Jokowi, Bos Adaro Terlintas Bikin Kompor Listrik","None"
"878","990","2","Harga Gabah Kering di Tingkat Petani Naik 3,64%","None"
"879","991","2","Nilai Tukar Petani Naik 0,09%","None"
"880","992","2","Menkeu Beberkan Tantangan Usai Pertemuan G20","None"
"881","993","2","BI Optimistis Relaksasi GWM Genjot Penyaluran Kredit","None"
"882","994","2","Pertemuan G20 Meredakan Ketegangan Perang Dagang","None"
"883","995","2","Kunjungan Wisman ke Indonesia Oktober 2018 Capai 1,29 Juta","None"
"884","996","2","Jokowi Tunjuk Eks Dirut Pertamina Jadi Kepala SKK Migas","None"
"885","997","2","Sri Mulyani Sindir Anak Perusahaan yang Belum IPO","None"
"886","998","2","Pesan Bos IMF ke Negara Anggota G20","None"
"887","999","2","November 2018, Harga Grosir Nonmigas Naik 0,08 Persen","None"
"888","1000","2","Sektor Transpor dan Komunikasi Sumbang Inflasi Terbesar","None"
"889","1001","2","Bahan Makanan Sumbang Inflasi 0,24%","None"
"890","1002","2","Upaya Pemerintah Menstabilkan Harga Kebutuhan Pokok Kian Solid","None"
"891","1003","2","Tips Aman Berutang","None"
"892","1004","2","Qatar Berpotensi Dongkrak Harga BBM","None"
"893","1005","2","10 BUMN dengan Utang Terbesar Capai Rp4.478 Triliun","None"
"894","1006","2","Sasar Milenial, Kredivo Luncurkan Pinjaman Tunai","None"
"895","1007","2","Ekonomi Batam Ditargetkan Tumbuh 7% di 2019","None"
"896","1008","2","Dua Perusahaan Tambang Diizinkan Ekspor Lagi","None"
"897","1009","2","Ancora Godok Right Issue untuk Cari Dana","None"
"898","1010","2","Kredivo Pertimbangkan Ekspansi ke ASEAN","None"
"899","1011","2","Menanti Investasi Rp5,2 Triliun di Lahan Tak Terpakai di Batam","None"
"900","1012","2","Lagi, OJK Temukan Puluhan Fintech Ilegal","None"
"901","1013","2","Emiten Anabatic Optimistis Pendapatan Tumbuh di Kuartal IV","None"
"902","1014","2","Peran Penting Jokowi untuk Hilirisasi Industri","None"
"903","1015","2","Menteri Sofyan Pastikan Target Sertifikasi Lahan Terlampaui","None"
"904","1016","2","FinTax Fair 2019, Bantu Anda Kembangkan dan Perkuat Bisnis","None"
"905","1017","2","Energy Equity Setor Rp1,43 Triliun ke Negara","None"
"906","1018","2","Rupiah Kembali ke Level Rp14.200/USD","None"
"907","1019","2","Luhut Tegaskan Tak Boleh Ekspor Bahan Mentah","None"
"908","1020","2","Merosot, Laba Pertamina Cuma Rp5 Triliun hingga September","None"
"909","1021","2","OJK: Banyak Masyarakat tak Paham Substansi Koperasi","None"
"910","1022","2","Potensi Ekonomi dari Laut Indonesia USD1,3 Triliun","None"
"911","1023","2","Pelabuhan Kuala Tanjung Mulai Diujicobakan","None"
"912","1024","2","Mental Pengusaha Batu Bara Perlu Berubah","None"
"913","1025","2","Utang Perusahaan BUMN Tembus Rp5.271 Triliun","None"
"914","1026","2","Satgas Waspada Investasi Tindak 11 Koperasi Bodong","None"
"915","1027","2","Pasar Saham Positif Usai Penundaan Tarif AS-Tiongkok","None"
"916","1028","2","Korsel Hibahkan USD10 Juta untuk Korban Gempa Sulsel","None"
"917","1029","2","Luhut: Hadapi Revolusi Industri 4.0, Mindset Harus Diubah","None"
"918","1030","2","Qatar Bersiap Hengkang dari OPEC","None"
"919","1031","2","Cerita Sang Pengrajin Batik Cirebon","None"
"920","1032","2","Pertamina-TPPI Ekspor Perdana Paraxylene ke Tiongkok","None"
"921","1033","2","Pemprov Berpeluang Miliki Hak Kelola Lebih di Blok Rokan","None"
"922","1034","2","Apindo Sarankan Harga BBM Naik untuk Tekan CAD","None"
"923","1035","2","Anak Usaha ADHI Genjot Bisnis Hunian Terintegrasi LRT","None"
"924","1036","2","Genjot Ekspor, Pangsa Pasar Harus Jelas","None"
"925","1037","2","Pertumbuhan Ekonomi 2019 Bisa Capai Target","None"
"926","1038","2","Citibank Suntik USD12 Juta ke Pelita Samudera Shipping","None"
"927","1039","2","Hilirisasi Industri, Pemerintah juga Harus Perhatikan Sektor Hulu","None"
"928","1040","2","Tips Aman Berbelanja di Harbolnas 2018","None"
"929","1041","2","Indonesia Harus Fokus pada Peluang Perjanjian Dagang","None"
"930","1042","2","Perkembangan Harga Komoditas Pangan dalam Dua Tahun Terakhir","None"
"931","1043","2","Kemenkeu Cairkan Dana Talangan BPJS Kesehatan Rp3 Triliun","None"
"932","1044","2","Setoran Dividen Pertamina Tahun Depan Menciut","None"
"933","1045","2","Bakrie Terus Benahi Utang hingga Tahun Depan","None"
"934","1046","2","Pesawat Boeing 737 Max 8 Lion Air Masih Beroperasi","None"
