"berita","id","kelas"
"bi catat pekan pertama desember inflasi","1109","threat"
"rupiah tekan ihsg mere","1110","threat"
"cadang devisa november lonjak usd miliar","1111","none"
"unit usaha blue bird group ipo tahun depan","1112","none"
"bi kan alas lemah rupiah","1113","threat"
"sdm jadi kunci transformasi ekonomi indonesia","1114","opportunity"
"darmin optimistis rupiah tetap kuat hingga akhir tahun","1115","opportunity"
"mendag harap kualitas produk fesyen lokal sejajar brand global","1116","none"
"toko fesyen global turut tingkat kualitas produk lokal","1117","none"
"bei stigma minat investor turun tahun milu salah","1118","opportunity"
"pt pii sabet asean risk awards","1119","none"
"bursa denda emiten rp juta","1120","none"
"optimalisasi aset negara jadi semangat sama","1121","none"
"bi minta siap instrumen tampung dana amnesti pajak","1122","none"
"perintah optimistis salur kur tembus rp triliun","1123","opportunity"
"usaha ukm ajak lepas saham pasar modal","1124","opportunity"
"temu opec akhir putus kurang produksi","1125","none"
"pabrik mobil listrik siap bangun karawang","1126","none"
"putus fed naik suku bunga nilai tepat","1127","none"
"opec rusia bahas mangkas produksi minyak","1128","none"
"imf desak negara dunia bangun multilateral baru","1129","none"
"bank sentral inggris siap ringan atur modal bank","1130","none"
"tuju gencat senjata trump nilai laku salah","1131","none"
"undang investor usaha yunani minta tingkat tata kelola","1132","none"
"tiongkok desak komunitas internasional proteksionisme","1133","none"
"cimb niaga syariah luncur produk umrah didik","1134","none"
"brexit hampir henti tumbuh sektor jasa inggris","1135","none"
"alas industri halal indonesia optimal","1136","none"
"tarif impor jadi perhati produsen as","1137","none"
"transformasi bni syariah digital banking","1138","none"
"awal desember data ihsg kapital pasar positif","1139","none"
"allianz latih tani saing era digital","1140","opportunity"
"hubung as-tiongkok sulit prediksi","1141","threat"
"dolar as hilang tenaga","1142","opportunity"
"harga minyak dunia lesat","1143","threat"
"menkeu sentimen positif dorong naik cadang devisa","1144","opportunity"
"kemilau emas dunia hantam dolar as","1145","none"
"cimb niaga syariah buku laba pajak rp miliar","1146","none"
"akhir minggu liar dow jones anjlok poin","1147","none"
"jelang milu nigeria informasi palsu sebar whatsapp","1148","threat"
"database hotel bobol data juta tamu ekspos","1149","threat"
"hacker retas printer minta korban ikut pewdiepie","1150","threat"
"spotify uji ubah antarmuka baru","1151","opportunity"
"aplikasi media sosial bikin remaja percaya diri","1152","opportunity"
"google batas akses karyawan proyek dragonfly","1153","opportunity"
"google henti hangouts","1154","threat"
"mediatek unggah teaser hio p","1155","none"
"huawei mate siap rilis indonesia","1156","opportunity"
"blokir as huawei gagal jadi pimpin g dunia","1157","threat"
"musim belanja sistem bayar ritel jadi target retas","1158","threat"
"perum uri andal iot telkomsel digitalisasi bisnis","1159","none"
"riset sebut shopee tokopedia paling saing","1160","threat"
"amd duga siap ryzen chipset x","1161","none"
"jd id kenal sharebuy belanja online keroyokan","1162","threat"
"airpods charger nirkabel rilis q","1163","opportunity"
"samsung galaxy s plus bekal kamera depan ganda","1164","opportunity"
"admin twitter samsung tahu pakai iphone","1165","none"
"sepakat as tiongkok tangguh atur tarif apple","1166","threat"
"tarung robot mechwarrior hadir di","1167","none"
"google play terima ubah tampil","1168","none"
"ponsel lipat microsoft luncur","1169","opportunity"
"google rencana henti hangouts","1170","threat"
"bioware beri tanda dragon age mass effect baru","1171","none"
"gigabyte z aorus ultra modal mantap intel generasi","1172","none"
"media jepang siar siar k via satelit pertama","1173","none"
"apple music beta mulai dukung tablet android","1174","opportunity"
"developer game sukses bakal lebih untung steam","1175","none"
"wearable jadi alat medis","1176","opportunity"
"vainglory bakal dukung cross-platform","1177","opportunity"
"kelola jaring bisnis lebih gampang pakai netgear insight","1178","opportunity"
"ponsel rp ribu google pasar indonesia","1179","opportunity"
"bina startup tahap lanjut jadi tema gsi scale con","1180","opportunity"
"lg boyong monitor k pertama indonesia","1181","opportunity"
"cara google bantu masyarakat era ekonomi digital","1182","opportunity"
"xiaomi redmi note pro warna lebih keren harga tarik","1183","opportunity"
"google ajak gotong royong maju indonesia","1184","opportunity"
"serang siber lambat transformasi digital asia pasifik","1185","opportunity"
"zebra technologies bawa komputasi mobile enterprise layar sentuh","1186","opportunity"
"g jadi fokus qualcomm tech summit","1187","opportunity"
"samsung galaxy as huawei nova siap muncul","1188","opportunity"
"google photos dukung mode backup express","1189","opportunity"
"dana resmi tawar layan via aplikasi mandiri","1190","none"
"gelar kampanye achi bangun sistem cloud indonesia","1191","none"
"huawei pamer emui pakai android pie","1192","opportunity"
"ponsel android g muncul","1193","opportunity"
"g siap rilis negara kembang tahun depan","1194","opportunity"
"lihat tampak logitech marvel collection","1195","none"
"samsung rilis ponsel g pertama tahun depan","1196","opportunity"
"daftar game masuk playstation awards","1197","none"
"jam tangan pintar xiaomi salip apple","1198","opportunity"
"sprint gandeng samsung garap ponsel g","1199","opportunity"
"logitech m punya edisi marvel","1200","none"
"epic games siap saing steam janji untung","1201","none"
"quora bobol data juta bocor","1202","threat"
"aplikasi jahat app store curi uang guna iphone","1203","threat"
"kenal konsep hybrid cloud microsoft azure","1204","none"
"crash team racing ctr punya versi remastered","1205","none"
"nvidia titan rtx muncul harga rp juta","1206","none"
"qualcomm rilis snapdragon","1207","opportunity"
"snapdragon punya fitur d sonic sensor","1208","opportunity"
"asus tuf gaming fx kelas rog inci","1209","none"
"asus rog zephyrus s darat indonesia harga","1210","none"
"lini anyar asus tuf gaming kuat segmen rp juta","1211","none"
"perangkat baru hp wujud dukung ukm","1212","opportunity"
"laptop anyar lenovo ekonomi kreatif","1213","none"
"g indonesia performa snapdragon pengaruh","1214","threat"
"google lens punya akses cepat album foto google drive","1215","none"
"synology umum nas -bay ds","1216","none"
"amazon music segera sedia android tv","1217","none"
"lihat rancang arsitektur snapdragon","1218","none"
"gameloft raup rp triliun game disney","1219","none"
"youtube android pasang lebih miliar kali","1220","opportunity"
"dji mavic enterprise sasar konsumen profesional indonesia","1221","none"
"whatsapp android mulai jajal tablet","1222","opportunity"
"apple resmi rilis sasis iphone xr","1223","opportunity"
"ubisoft siap lanjut far cry","1224","none"
"oneplus jadi pertama adopsi snapdragon","1225","opportunity"
"realme c main baru kelas smartphone rp juta","1226","opportunity"
"snapdragon cx senjata qualcomm saing intel pasar pc","1227","none"
"daftar game baik versi game awards","1228","none"
"microsoft adopsi chromium ramban edge","1229","none"
"danger zone mode battle royale cs go","1230","none"
"perintah jepang larang beli perangkat huawei zte","1231","threat"
"tahu percaya hambat potensi besar fintech","1232","threat"
"crash team racing hidup di","1233","none"
"lapor baru opensignal sebut telkomsel dominan","1234","none"
"google ucap pisah allo maret","1235","threat"
"ubisoft umum sekuel far cry new dawn","1236","none"
"ponsel lipat generasi z candu ponsel","1237","opportunity"
"karyawan amazon racun gegara robot","1238","threat"
"ponsel premium tahun depan rekam video hdr k","1239","opportunity"
"qualcomm snapdragon cx prosesor anyar laptop","1240","none"
"kata ai kenal inovasi conversational ai indonesia","1241","none"
"presiden ekosistem hanya online","1242","none"
"huawei ikut ramai harbolnas","1243","opportunity"
"otto hasibuan potensi rugi negara beli persen saham freeport","1316","threat"
"dpr minta bmkg bnpb lebih teliti","1317","threat"
"soal freeport pan sila nilai sendiri pro rakyat tidak","1318","none"
"jk ikut jejak keliru la nyalla","1319","none"
"kalau pilih caleg pdip tekad wakaf gaji koperasi","1320","none"
"generasi datang harus pontang-panting bayar utang beli freeport","1321","threat"
"sby jadi mentor prabowo selang lebih maju jokowi","1322","none"
"nyata sby tak perlu tanggap lebih","1323","none"
"anak krakatau erupsi sby minta warga tetap waspada","1324","threat"
"ikut ijtima ulama alas caleg pbb dukung prabowo-sandi","1325","none"
"satgas dokling prabowo sapa segera terjun lokasi bencana","1326","none"
"punya tugas tuntas kasus tni-polri boleh tarik papua","1327","none"
"ketua knpi pilih bakal jaga daya kritis pemuda","1328","none"
"dirut pt inalum bungkam tompi sok gonggong rizal ramli","1329","none"
"sby post power syndrome demokrat aria bima tegur megawati","1330","none"
"menpora henti dualisme tubuh knpi","1331","none"
"beberapa faktor jokowi bakal tinggal jauh lawan","1332","none"
"emak-emak kerah jadi jubir prabowo-sandi","1333","opportunity"
"gerindra aku potensi ganggu koalisi usung prabowo","1334","none"
"perintah jokowi jangan asal klaim bangun infrastruktur","1335","none"
"cegah curang rawan prabowo-sandi laku awas ketat","1336","none"
"indonesia punya pandang sendiri soal krisis uighur","1337","none"
"milik saham freeport bukti indonesia punah","1338","none"
"semua orang tahu jokowi presiden penuh citra","1339","none"
"soal freeport saran rizal ramli abai presiden jokowi","1340","none"
"dino patti djalal caleg punya pribadi politik","1341","none"
"putra ma ruf amin ajak rakyat tanam obat satu","1342","none"
"yel prabowo-sandi menang ala emak emak awal diskusi raya hari ibu","1343","none"
"ylki negara mana ada kategori kelas krl","1344","none"
"presiden pks jangan pikir jadi politis kaya raya","1345","none"
"menang tipis tum knpi pilih haris pertama ajak okp satu","1346","none"
"prananda paloh gus dur tauladan politik manusia","1347","none"
"sekjen demokrat jangan asal klaim infrastruktur bisa simsalabim","1348","none"
"petinggi pks temu anggota kongres as bahas masalah ham","1349","none"
"wakil ketua bpn temu prabowo-sby efek besar","1350","none"
"fahri komentar foto cak imin bareng puan hijab","1351","none"
"temu akrab prabowo sby tanda ganti presiden makin dekat","1352","none"
"oso atur bk dpd laku semua anggota","1353","none"
"demokrat arah jari tangan sby pasti jangan olah","1354","none"
"hinca demokrat lari kencang topang koalisi adil makmur","1355","none"
"usai deklarasi mcm segera ajak jokowi keliling masjid","1356","none"
"noer fajrieansyah nilai punya kapasitas satu knpi","1357","none"
"perintah tegas sikap keras xinjiang","1358","none"
"sby prabowo temu fahri hamzah perang total","1359","none"
"golkar dki mulai sosialisasi rambu milu kader","1360","none"
"kritikus lereng rapi aura menang prabowo kian asa","1361","none"
"kpk lari maraton telusur uang asi games","1362","none"
"kader nasdem usir kawal surya paloh jember","1363","none"
"puji yenny wahid jokowi lewat matang gosong","1364","none"
"pks minta gerindra gencar kenal calon wagub dki","1365","none"
"prabowo lama pimpin sby indonesia ada gejolak","1366","none"
"cegah curang milu bpn lantik satgas ibukota","1367","none"
"sby khawatir jadi curang milu","1368","none"
"sby minta prabowo kampanye hingga pelosok daerah jelas visi misi","1369","none"
"ingat ulang tahun hanura santun ribu anak yatim","1370","opportunity"
"sby kami jangan ganggu","1371","none"
"benar amerika menang suriah","1372","none"
"prabowo tidak pernah ragu komitmen pak sby","1373","none"
"pesan sby prabowo usai rapat koalisi","1374","none"
"pdip insiden potong nisan salib tak perlu besar","1375","none"
"menteri esdm swat kolaborasi gelar energi expo","1376","opportunity"
"freeport tagih rp miliar pakai hutan lindung izin","1377","none"
"tani tembakau ketar-ketir","1378","none"
"industri pulp kertas hantu isu dumping","1379","none"
"ap i sunti rp t bumn","1380","none"
"luhut samsung tarik bangun pabrik indonesia","1381","opportunity"
"bijak pungut cukai buat ngerem sampah plastik","1382","none"
"huntara bangun menteri pupr mulai tempat","1383","none"
"menaker blk kemnaker tak kalah blk taiwan","1384","none"
"pln resmi integrasi data paja djp","1385","none"
"pgn klaim ikut prosedur proyek kalija i","1386","none"
"imbau wapres pmi banyak lapang kerja negeri sendiri","1387","none"
"wapres kerja migran milik terampil","1388","threat"
"sukabumi wapres jk serah kartu lindung bpjs-tk kerja migran","1389","none"
"bpkn panjang tahun kasus adu konsumen banyak sektor properti","1390","threat"
"jembatan darurat padang-bukittinggi lalu satu jalur","1391","none"
"tingkat konservasi lahan air menteri pupr tanam ribu pohon serentak provinsi","1392","none"
"menteri pupr selesai jumlah bangun infrastruktur aceh","1393","none"
"ekspor non migas indonesia turun","1394","none"
"nilai ekspor impor indonesia turun bulan november","1395","threat"
"temu wamen haji saudi patuh dorong rekam biometrik di bandara","1396","threat"
"bi cuma turis asing","1397","none"
"krakatau steel happy","1398","none"
"bumn raya natal bagi santun anak panti asuh sulawesi utara","1399","none"
"harga sawit turun drastis jokowi tanam jengkol petai hingga manggis","1400","none"
"kemenag waswas vfs tasheel repot calon jamaah umrah","1401","none"
"perintah perlu terap standar transparansi kelola ikan","1402","none"
"lindung merek lokal maksimal kasus sengketa asing","1403","threat"
"usaha batubara kelimpungan","1404","none"
"ri cuma ampas kotor turis china","1405","threat"
"terang asuransi tugu sesat keluarga korban lion air jt","1406","none"
"bendung rotiklot mulai isi air","1407","none"
"tahun perintah indonesia dapat utang bilateral apa","1408","none"
"reklamasi teluk jakarta bukti negara asai taipan","1409","threat"
"ubah kapasitas bagasi lion air wings air tunda hingga januari","1410","none"
"bumn terlalu banyak utang proyek infrastruktur lebih","1411","threat"
"kini ribu rumah dogiyai bebas gelap ltshe","1412","none"
"usaha plat merah sedang susah alih energi baru","1413","none"
"genjot ekonomi kalteng pln operasi gardu induk pangkal bun","1414","opportunity"
"bumn lebih baik bangun kerja sama ketimbang tumpuk utang","1415","none"
"cloud computing cipta akses sama hadap teknologi","1416","opportunity"
"menteri jonan listrik jateng diy aman natal","1417","none"
"jahat perintah rusak infrastruktur bandung pikir kali","1418","none"
"bpjph anggap tak realistis target rp triliun","1419","none"
"bos bi tak patah arang","1420","none"
"korban lion air gugat boeing juta dolar","1421","none"
"wapres dorong dana haji segera investasi","1422","none"
"tak jadi bubar kepala bp batam rangkap walikota","1423","none"
"kecewa jokowi bubar badan usaha batam","1424","none"
"ekonom perintah geser revolusi sdm inovasi teknologi","1425","opportunity"
"menteri pupr bangun jembatan pulih lalu lintas padang-bukittinggi","1426","opportunity"
"menteri pupr terima medali emas simpul jaring geospasial","1427","none"
"minim perempuan terjun sektor maritim","1428","none"
"jokowi jangan mark up","1429","none"
"ap i genjot sektor pariwisata ntt","1430","none"
"impor bengkak jokowi tak perlu berkeluh-kesah ganti mendag","1431","threat"
"luhut bahas ekonomi blue carbon konferensi ubah iklim polandia","1432","threat"
"menteri pupr raih harga ombudsman","1433","none"
"sektor jasa jadi raja tahun","1434","threat"
"kunjung seoul bpjs ketenagakerjaan jamin lindung pmi","1435","none"
"banten jenazah identifikasi jenazah ambil pihak keluarga","1436","none"
"misa akhir jemaat katedral minta amal sila empat pancasila","1437","none"
"tsunami selat sunda enam desa dua pulau isolir","1438","threat"
"menkes stok obat korban tsunami cukup","1439","none"
"korban tinggal banyak pandeglang orang lampung selatan orang","1440","threat"
"berantas minum alkohol oplos desak laku","1441","none"
"rawan gojo salur bantu korban tsunami","1442","none"
"bawa truk bantu polda metro buka posko manusia pandeglang","1443","none"
"tiada ali shahab","1444","none"
"tinggi tsunami selat sunda pengaruh proses evakuasi korban","1445","threat"
"tim selamat evakuasi jenazah apung laut","1446","none"
"rsud pandeglang terima lemari dingin jenazah","1447","none"
"hanneke jadi gereja immanuel tempat ibadah favorit","1448","none"
"empat ekor anjing lacak kerah cari korban tsunami vila mutiara","1449","threat"
"kemenag ajak masyarakat jadi pelopor rukun","1450","opportunity"
"enam desa pandeglang bisa tembus","1451","threat"
"tum knpi dengar keluh ungsi pandeglang","1452","none"
"bukan bencana nasional pemda sanggup pulih dampak tsunami selat sunda","1453","threat"
"knpi kirim bantu ungsi banten","1454","none"
"masa tanggap darurat tsunami selat sunda tetap hari","1455","threat"
"bnpb prediksi jumlah korban tsunami selat sunda terus tambah","1456","none"
"pupr turun alat berat sih puing bangun lampung selatan","1457","none"
"uskup agung jakarta agama alat penting politik","1458","none"
"update bnpb tinggal luka masih hilang","1459","none"
"uskup agung jakarta galang dana korban tsunami selat sunda","1460","threat"
"satu korban tinggal temu selasa pagi","1461","none"
"generasi muda siap hadap revolusi industri","1462","opportunity"
"menit drama anak peduli bencana tsunami","1463","none"
"uskup agung jakarta umat katolik boleh pecah belah bangsa","1464","none"
"ingat hari ibu istri dubes negara sahabat kuliner italia rasa indonesia","1465","none"
"polda banten minta masyarakat raya tahun baru pantai","1466","threat"
"khutbah bahasa belanda hilang gereja immanuel gambir","1467","none"
"jabat kominfo zawo zambu misa natal katedral","1468","none"
"polda banten fokus evakuasi camat sumur","1469","none"
"natal gereja immanuel jaga ketat baracuda siaga","1470","none"
"pln beri bantu medis nonmedis korban tsunami","1471","none"
"misa natal katedral doa korban tsunami selat sunda","1472","none"
"drama tsunami selat sunda misa keluarga katedral","1473","none"
"polda banten tunggu keluarga ambil jenazah rsud pandeglang","1474","none"
"misa natal katedral jakarta padat ribu jemaat","1475","opportunity"
"korban tsunami data bpjs ketenagakerjaan","1476","none"
"panglima tni jamin raya natal aman","1477","opportunity"
"terjun busana sinterklas tni-polri pecah rekor muri","1478","opportunity"
"pemprov dki harap ribu umat kristiani hadir natal sama","1479","opportunity"
"pastor kesaryanto sih hati kotor hidup","1480","none"
"pesisir pandeglang dampak paling parah tsunami","1481","threat"
"kapolri panglima tni tinjau aman tiga gereja jakpus","1482","opportunity"
"pasien tangan rumkitlap marinir hari pertama","1483","none"
"aman natal ibu kota jalan baik","1484","opportunity"
"duka cita as terus monitor tangan tsunami","1485","none"
"kirim pesan lewat jokowi presiden china ikut duka cita","1486","none"
"luhut pandjaitan panggil ahli cari bukti tsunami selat sunda","1487","threat"
"orang pria teriak hidup ahok anies gereja paulus","1488","none"
"bnpb catat korban tinggal akibat tsunami orang","1489","none"
"fraksi pks galang dana bantu korban tsunami","1490","none"
"tak capai tengah plus satu waktu kongres knpi putar belum","1491","none"
"presiden jokowi instruksi didik bencana","1492","none"
"alas kuat saddam mundur ketua umum pb hmi","1493","none"
"gereja st andreas kim taegon gubernur anies pesan sederhana","1494","none"
"ada identitas antemortem minim jenazah tsunami banten identifikasi","1495","none"
"ott kemenpora gerindra minta kpk geledah ruang kerja imam nahrawi","1496","none"
"suap kemenpora makin bukti ucap prabowo","1497","none"
"bareskrim panggil manager madura fc kait atur skor","1498","none"
"lapor ali mochtar ngabalin kecewa bareskrim","1499","none"
"ott hibah kemenpora kpk desak periksa menteri imam nahrawi","1500","none"
"lima sangka suap koni kemenpora tahan rutan pisah","1501","none"
"kpk periksa mantan gubernur jabar bagai saksi","1502","none"
"duit operasional koni korupsi pegawai bulan tak terima gaji","1503","none"
"hakim tipikor cabut hak politik enam legislator malang","1504","none"
"pimpin kpk asisten pribadi menpora indikasi punya peran signifikan","1505","none"
"asisten pribadi menpora turut periksa kpk","1506","none"
"anak buah menteri imam nahrawi minta fee rp miliar","1507","none"
"kpk aman uang tunai miliar rupiah buah mobil","1508","none"
"komisi iii bakal klarifikasi polri kait sp gunawan jusuf","1509","none"
"kpk tetap lima sangka","1510","none"
"polisi boleh kalah tuntas kasus aniaya bahar bin smith","1511","none"
"langkah orangtua korban lapor bahar bin smith apresiasi","1512","none"
"kpk siap status hukum hasil ott kemenpora","1513","none"
"presiden jokowi kalah gugat perkara wajib kerja dokter spesialis","1514","none"
"bahar bin smith aktor intelektual keroyok remaja","1515","none"
"utang negara bukan ranah kpk lapor eggi sudjana tak ditindaklanjuti","1516","none"
"bahar bin smith lapor kalau rugi bukan main hakim sendiri","1517","none"
"kpk ott banyak panjang sejarah","1518","none"
"bahar bin smith suruh korban duel lapang tonton santri","1519","none"
"kpk mau terap sanksi korporasi tak ikut lelang","1520","none"
"proses hukum rj lino kpk hambat data harga alat bukti","1521","none"
"kasus suap paling banyak tangan kpk lama","1522","none"
"pimpin kpk lhkpn anggota dewan daerah rendah","1523","none"
"edar rekam suara bahar bin smith isi alas aniaya remaja","1524","none"
"praperadilan chuck tolak haris azhar janji bongkar duga korupsi jagung","1525","none"
"ketua kpk lapor kerja bagai bentuk transparansi","1526","none"
"kpk periksa empat sangka suap dprd kalteng","1527","none"
"keluarga minta bunuh acu hukum mati","1528","none"
"kpk aman uang tunai rp juta buah kartu atm","1529","none"
"kpk segel satu ruang kemenpora","1530","none"
"habib bahar duga rencana aniaya anak bawah umur","1531","none"
"sesmenpora deputi iv aman kpk","1532","none"
"polisi tak habib bahar lima anak buah turut tahan","1533","none"
"sembilan orang aman kpk kini periksa intensif","1534","none"
"kpk benar ott jabat kemenpora kait kasus dana hibah koni","1535","none"
"satgas saber pungli tegah kasus enclave kek mandalika","1536","none"
"mabes polri benar bahar bin smith tahan polda jabar","1537","none"
"polda jabar tahan bahar bin smith atas kasus aniaya","1538","none"
"satu ruang kemenpora segel kpk","1539","none"
"delapan terima suap gatot siap sidang","1540","none"
"setya novanto prihatin keponakan vonis berat","1541","none"
"taufik kurniawan gairah jelas kasus","1542","none"
"bareskrim pssi segera bentuk satgas berantas mafia skor","1543","none"
"serikat kerja jict tanya proses hukum rj lino kpk","1544","none"
"lima orang kait proyek fiktif waskita karya cegah luar negeri","1545","none"
"berkas perkara habib bahar serah jpu pekan depan","1546","none"
"setnov hidup penjara di pesantren","1547","none"
"tangkap bupati irvan kpk piala warga cianjur","1548","none"
"setya novanto tahu bilik cinta sukamiskin","1549","none"
"taufik kurniawan jalan periksa bagai sangka","1550","none"
"sebut beri suap tiga petinggi swasta saksi idrus marham","1551","none"
"banyak nang minta hukum tunda","1552","none"
"dirut jasa tirta ii periksa perdana bagai sangka kpk","1553","none"
"yusril ihza bela maghfirah ibu tiga bayi kembar rutan bireun","1554","none"
"ungkap korupsi infrastruktur kpk geledah jumlah tempat jakarta surabaya","1555","none"
"surya paloh tak masalah tgb gabung golkar","1556","none"
"delegasi uni eropa sambang nasdem","1557","none"
"bpn prabowo-sandi indonesia punya ekspor andal","1558","opportunity"
"bima arya apresiasi bijak infrastruktur jokowi","1559","opportunity"
"bpn prabowo-sandi aku terima negara lebih target","1560","opportunity"
"debat capres kerah massa","1561","none"
"agung yulianto klaim cocok jadi damping anies","1562","none"
"isu poligami tarik simpati perempuan","1563","none"
"semua tokoh politik tiru","1564","none"
"narasi indonesia punah peluru kosong","1565","none"
"luhut jangan asal ngomong indonesia punah","1566","none"
"demokrat tuding institusi siluman","1567","none"
"demokrat kecam nyata wiranto kait rusa baliho","1568","none"
"psi poligami daya perempuan","1569","none"
"akhir desember uu pesantren bawa dpr","1570","none"
"megawati hari ibu momentum gera politik perempuan","1571","none"
"keluarga benteng depan cegah penyalahgunaan narkoba","1572","none"
"bawaslu polri selidik rusa atribut demokrat","1573","none"
"wiranto nyata prabowo ancam serius","1574","none"
"perintah nilai upaya sejahtera prajurit","1575","none"
"naik tunjang babinsa tak pengaruh suara jokowi","1576","none"
"jokowi beda indonesia anugerah","1577","none"
"demokrat gelar rapat darurat rumah sby","1578","none"
"surya paloh sowan ulama jember","1579","none"
"nasihat fraksi gerindra dprd dki tinggal","1580","none"
"kemendagri luncur layan daring","1581","none"
"daulat buah","1582","none"
"rumah gera tolak orde baru","1583","none"
"reklame raksasa raib psi ambil langkah hukum","1584","none"
"presiden jokowi ikan naik tunjang babinsa","1585","none"
"nyata grace natalie soal poligami","1586","none"
"tgb resmi gabung nasdem","1587","none"
"surya paloh swasembada bawang putih","1588","none"
"andi arief laku rusa aku suruh pdip","1589","none"
"bawaslu minta usut dalang usak atribut demokrat","1590","none"
"psi yakin isu poligami tak ganggu jokowi","1591","none"
"psi sebut partai perempuan","1592","none"
"gerindra minta psi ribut prostitusi ketimbang poligami","1593","none"
"milenial tantang kembang industri pop kultur indonesia","1594","opportunity"
"tgb tegas komitmen nahdlatul wathan rawat nkri","1595","none"
"santri minta jadi juru terang islam","1596","none"
"surya paloh beri kuliah bangsa ponpes nahdlatul wathan","1597","none"
"nasdem usul tokoh muda bagai wagub dki","1598","none"
"surya paloh ingat penting nilai pancasila","1599","none"
"survei mayoritas warga tolak perda agama","1600","none"
"perintah minta tindak tegas kkb papua","1601","none"
"surya paloh ingat penting siap generasi terus","1602","none"
"presiden janji cepat bahas ruu pesantren","1603","none"
"surya paloh beri kuliah umum bangsa lombok","1604","none"
"kerja dpr ajaib","1605","none"
"erick mimpi indonesia jadi tuan rumah olimpiade","1606","opportunity"
"jokowi heran marak umpat kasar","1607","none"
"perintah minta timbang usul operasi militer papua","1608","none"
"kalla kes sederhana jokowi","1609","none"
"putus mk kabul uji materi uu kawin apresiasi","1610","none"
"indonesia tegas komitmen terap janji paris","1611","none"
"perempuan muhammadiyah dukung larang poligami","1612","none"
"dirjen pfm fokus tingkat kualitas layan bansos","1613","none"
"jokowi calon pimpin suguh adu visi misi","1614","none"
"harap mohammad nuh wardiman museum didik","1615","none"
"empat mantan menteri didik reuni senayan","1616","none"
"alumni ui bangun sekolah tahan gempa lombok","1617","opportunity"
"jokowi ribu sertifikat tanah jakut","1618","opportunity"
"ppkd di tangan kemendikbud","1619","none"
"anies guru madrasah jadi didik abad","1620","none"
"polri lapang tembak senayan pindah","1621","none"
"didik kelas internasional hadir surabaya","1622","none"
"proyektil peluru ruang vivi uji balistik","1623","none"
"menristekdikti isyarat moratorium jumlah prodi lptk","1624","none"
"vivi sempat tak percaya lubang ruang tembak","1625","none"
"uai lulus cum laude bonus naik haji","1626","none"
"lubang baru gedung dpr sisa tembak senin","1627","none"
"jokowi kaget klaim sakit jantung rp triliun","1628","none"
"pgmi dorong madrasah sejajar sekolah umum","1629","none"
"napi kabur palu kembali","1630","none"
"polisi bawa satu kotak lokasi tembak dpr","1631","none"
"dirjen pfm fokus tingkat kualitas layan bansos","1632","none"
"jokowi calon pimpin suguh adu visi misi","1633","none"
"harap mohammad nuh wardiman museum didik","1634","none"
"empat mantan menteri didik reuni senayan","1635","none"
"alumni ui bangun sekolah tahan gempa lombok","1636","opportunity"
"jokowi ribu sertifikat tanah jakut","1637","opportunity"
"ppkd di tangan kemendikbud","1638","none"
"anies guru madrasah jadi didik abad","1639","none"
"polri lapang tembak senayan pindah","1640","none"
"didik kelas internasional hadir surabaya","1641","none"
"proyektil peluru ruang vivi uji balistik","1642","none"
"menristekdikti isyarat moratorium jumlah prodi lptk","1643","none"
"vivi sempat tak percaya lubang ruang tembak","1644","none"
"uai lulus cum laude bonus naik haji","1645","none"
"lubang baru gedung dpr sisa tembak senin","1646","none"
"jokowi kaget klaim sakit jantung rp triliun","1647","none"
"pgmi dorong madrasah sejajar sekolah umum","1648","none"
"napi kabur palu kembali","1649","none"
"polisi bawa satu kotak lokasi tembak dpr","1650","none"
"dirjen pfm fokus tingkat kualitas layan bansos","1651","none"
"jokowi calon pimpin suguh adu visi misi","1652","none"
"harap mohammad nuh wardiman museum didik","1653","none"
"empat mantan menteri didik reuni senayan","1654","none"
"alumni ui bangun sekolah tahan gempa lombok","1655","opportunity"
"jokowi ribu sertifikat tanah jakut","1656","opportunity"
"ppkd di tangan kemendikbud","1657","none"
"anies guru madrasah jadi didik abad","1658","none"
"polri lapang tembak senayan pindah","1659","none"
"didik kelas internasional hadir surabaya","1660","none"
"proyektil peluru ruang vivi uji balistik","1661","none"
"menristekdikti isyarat moratorium jumlah prodi lptk","1662","none"
"vivi sempat tak percaya lubang ruang tembak","1663","none"
"uai lulus cum laude bonus naik haji","1664","none"
"lubang baru gedung dpr sisa tembak senin","1665","none"
"jokowi kaget klaim sakit jantung rp triliun","1666","none"
"pgmi dorong madrasah sejajar sekolah umum","1667","none"
"napi kabur palu kembali","1668","none"
"polisi bawa satu kotak lokasi tembak dpr","1669","none"
"augie fantinus segera sidang","1670","none"
"polisi sempat usut kasus atur skor bola","1671","none"
"shinta senang rp juta bantu lari eddy","1672","none"
"kpk bidik anggota dpr di kasus bakamla","1673","none"
"satgas mafia bola kerja tahun depan","1674","none"
"kader pdip dominasi daftar ott kpk","1675","none"
"iphone x jadi licin lari eddy sindoro","1676","none"
"peran imam nahrawi duga suap kemenpora signifikan","1677","none"
"indonesia gandeng swiss lacak uang koruptor","1678","none"
"direktur sdm pt adhi karya periksa kpk","1679","none"
"acara tagih selesai berkas perkara ratna","1680","none"
"direktur uang waskita wado energi garap kpk","1681","none"
"ahmad heryawan panggil kpk","1682","none"
"lima sangka suap kemenpora tahan","1683","none"
"ditjen pas remisi ahok tunggu sk menkumham","1684","none"
"ott dana hibah koni tak ganggu prestasi atlet","1685","none"
