"id_training_data";"id_berita";"id_topik";"berita";"training_class"
"334";"446";"6";"kades kampanye sandiaga bakal sidang maraton";"None"
"338";"450";"6";"kpk periksa jabat perum jasa tirta mapolres purwakarta";"None"
"339";"451";"6";"polres cirebon tangkap bunuh atun";"None"
"340";"452";"6";"wawan suap kalapas sukamiskin buat ngamar sampai sekarang";"None"
"341";"453";"6";"nelayan karawang tanam mangrove langka pantai pasir putih";"None"
"342";"454";"6";"tiga tahun resmi pasar keren sarijadi sepi melompong";"None"
"343";"455";"6";"sensen komara sebut ikut sosok rasul";"None"
"345";"457";"6";"asuh ponpes bantah cabul santri keluarga korban tuntut";"None"
"347";"459";"6";"mobil sedan bakar simpang tiga taman pelangi tumpang shock";"None"
"350";"462";"6";"begini situasi tunagrahita simulasi coblos ponorogo";"None"
"351";"463";"6";"terima suap napi lapas sukamiskin wahid khilaf";"None"
"352";"464";"6";"kades kampanye sandiaga lolos sanksi henti";"None"
"353";"465";"6";"berkat nama waspada syukur ketemu jodoh";"None"
"354";"466";"6";"pohon tumbang timpa mobil jember kemudi luka ringan";"None"
"355";"467";"6";"mas kanjeng vonis nihil jaksa aju banding";"None"
"356";"468";"6";"ungkap fuad amin pura rs padahal rumah mewah dago";"None"
"358";"470";"6";"kppu awas industri jasa uang tambang";"None"
"363";"475";"6";"alir sesat sensen komara bikin resah warga garut";"None"
"364";"476";"6";"polisi kawal pesta tahun baru cirebon";"None"
"365";"477";"6";"nenek tewas timbun longsor sukabumi";"None"
"371";"483";"3";"dirjen pas napi aceh salat jamaah malah manfaat oknum kabur";"None"
"373";"485";"3";"bocah laki tenggelam kali batang hari jakbar";"None"
"375";"487";"3";"identitas mahasiswa unpri tewas mandi air panas";"None"
"376";"488";"3";"mahasiswa unpri pergi libur tahu pihak kampus";"None"
"378";"490";"3";"dor polisi kendali sabu sindikat malaysia intai bulan";"None"
"380";"492";"3";"arti panggil khusus mclaren ketua umum ppp yaya purnomo akhir ungkap";"None"
"384";"496";"3";"curhat tolak tuhan kritik orang yahudi surat albert einstein lelang";"None"
"385";"497";"3";"residivis nekat curi motor foya istri";"None"
"386";"498";"3";"jadi korupsi e-ktp keponakan setnov made oka vonis tahun penjara";"None"
"387";"499";"3";"duga salah prosedur truk pju tabrak motor";"None"
"389";"501";"3";"polisi sebut kkb nduga bukan dari opm";"None"
"391";"503";"3";"kuasa hukum sebut habib bahar tetap sangka jam periksa";"None"
"392";"504";"3";"hendak tawur ratus ajar sekolah aman polisi";"None"
"394";"506";"3";"polri minta tegas tangan kasus habib bahar";"None"
"396";"508";"3";"tabrak pesawat militer as jepang marinir tewas hilang";"None"
"399";"511";"3";"desak tahan istimewa melayu puluh ribu orang unjuk rasa malaysia";"None"
"401";"513";"3";"mapolsek genuk banjir polisi gotong royong bikin tanggul darurat";"None"
"405";"517";"4";"google gagal bangun youtube premium";"None"
"413";"525";"4";"takjub tampak bulan jarak dekat";"None"
"414";"526";"4";"nasa rencana luncur misi darat bulan";"None"
"415";"527";"4";"teknologi speaker stella utopia em evo iii harga rp miliar";"None"
"416";"528";"4";"lelang tiga batu bulan era soviet laku rp miliar";"None"
"418";"530";"4";"spacex tunda terbang falcon luar angkasa";"None"
"419";"531";"4";"mnc play dukung gelar imbex";"None"
"420";"532";"4";"predator helios jalan game berat fitur backlit keyboard";"None"
"421";"533";"4";"resmi luncur redbus tawar layan mes tiket bus online";"None"
"422";"534";"4";"teliti cipta inovasi inspirasi lidah kucing";"None"
"424";"536";"4";"virgin galactic kirim manusia luar angkasa akhir desember";"None"
"432";"544";"4";"temu dinosaurus spesies baru yakin hidup juta tahun lalu";"None"
"436";"548";"4";"revenue pubg mobile lampau fortnite pertama kali";"None"
"443";"555";"4";"asus kenal jumlah laptop gaming baru indonesia";"None"
"447";"559";"4";"game crash team racing versi baru hadir juni";"None"
"448";"560";"4";"gratis game cs go bawa modus battle royale";"None"
"450";"562";"4";"lenovo kenal laptop baru yoga c yoga s";"None"
"455";"567";"4";"bawa bibit kentang china luncur wahana darat bulan";"None"
"461";"573";"6";"andrew white nana mirdad tips jaga harmonis rumah tangga";"None"
"463";"575";"6";"luluh hati gebetan ajak pergi tempat wisata";"None"
"464";"576";"6";"kenal tanda hiv sering abai";"None"
"466";"578";"6";"taman wisata burung jadi destinasi kini";"None"
"468";"580";"6";"libur dubai yuk intip beach club bisa kamu kunjung";"None"
"469";"581";"6";"tak kalah manusia hewan jaga anak penuh dedikasi";"None"
"470";"582";"6";"libur musim dingin yuk kunjung festival cahaya besar d";"None"
"471";"583";"6";"viral bocah sd tahan tangis nyanyi lagu blackpink suntik";"None"
"472";"584";"6";"alis tampak natural nikita willy jajal tren sulam alis";"None"
"474";"586";"6";"alergi cat rambut kepala wanita besar kali lipat";"None"
"475";"587";"6";"rencana naik kapal pesiar pertama kali tahu ini dulu";"None"
"476";"588";"6";"travel blogger kenny santana ungkap penting asuransi lancong luar negeri";"None"
"478";"590";"6";"cara cerdas milenial manfaat promo libur akhir tahun";"None"
"480";"592";"6";"pakai gaun pink sama lebih kece beyonce deepika padukone";"None"
"481";"593";"6";"jennie blackpink si fashion diva cinta chanel sejati";"None"
"482";"594";"6";"atas anak sembelit oles minyak kayu putih mitos fakta";"None"
"483";"595";"6";"rutin olahraga usaha denda karyawan malas jalan";"None"
"484";"596";"6";"jangan bisul makin parah obat alami di rumah";"None"
"485";"597";"6";"milenial klaim bunuh industri tuna kaleng alas";"None"
"486";"598";"6";"karantina miss world china alya nurshabrina sempat ingat ulang tahun sang ayah";"None"
"488";"600";"6";"tahun sahabat kunci awet ala enda-oncy ungu";"None"
"490";"602";"6";"alas tetap begadang meski tahu dampak buruk";"None"
"491";"603";"6";"pasang candu nonton film porno coba langkah terapi ikut";"None"
"492";"604";"6";"toilet training nyata kait hasrat seksual anak";"None"
"493";"605";"6";"jerawat komedo bandel atas kentang";"None"
"494";"606";"6";"judas priest manggung jakarta tiga aksesori wajib khas atas panggung";"None"
"495";"607";"6";"nekat olahraga berat padahal jarang gerak yang bakal jadi tubuh";"None"
"496";"608";"6";"kali jadi lokasi malam final miss world obyek wisata tarik sanya china";"None"
"497";"609";"6";"jawab hantar vanessa ponce de leon sukses jadi miss world";"None"
"498";"610";"6";"riah final miss world dimash sister sledge tampil serba hitam";"None"
"499";"611";"6";"tahun baru olahraga bintan kasmarun";"None"
"502";"614";"2";"tak milik simulator boeing max kata pilot lion air";"None"
"503";"615";"2";"tol bocimi jalan sukabumi jadi lebih singkat";"None"
"504";"616";"2";"pilot lion air ungkap ketat atur terbang pesawat";"None"
"506";"618";"2";"tarif tol bocimi kira rp per kilometer";"None"
"510";"622";"2";"pilot lion air sebut selamat terbang harga mati";"None"
"511";"623";"2";"jokowi heran proyek tol bocimi mangkrak hingga tahun";"None"
"513";"625";"2";"jk arab saudi minta bangun kilang minyak cilacap cepat";"None"
"514";"626";"2";"sempat mangkrak tahun jokowi resmi tol bocimi seksi";"None"
"515";"627";"2";"imf venezuela lapor inflasi persen";"None"
"518";"630";"2";"garuda buka rute terbang jakarta-london";"None"
"521";"633";"2";"hidup kerja imbang cek sini";"None"
"522";"634";"2";"per november kk sambung listrik gratis";"None"
"523";"635";"2";"bonus akhir tahun cair cara bijak kelola";"None"
"525";"637";"2";"baru keluarga korban jt terima uang santun lion air";"None"
"527";"639";"2";"sus enggak mau dengar usaha udang jual produk china thailand";"None"
"528";"640";"2";"temu ratu belanda sri mulyani beri resep bangun sektor informal";"None"
"529";"641";"2";"citilink buka rute terbang jakarta-samarinda";"None"
"530";"642";"2";"usaha punya waktu hari lapor aktivitas merger akuisisi kppu";"None"
"531";"643";"2";"perintah panjang iupk freeport";"None"
"532";"644";"2";"pertamina tunggu waktu tepat turun harga bbm non subsidi";"None"
"533";"645";"2";"kepala skk migas janji tak manja pertamina";"None"
"548";"660";"2";"akhir tahun pgn target dumai alir gas";"None"
"553";"665";"2";"jakarta masuk besar kota paling mahal barang mewah asia";"None"
"556";"668";"2";"menhub atur rute kendara besar panjang libur natal tahun baru";"None"
"558";"670";"2";"grup bank dunia himpun miliar dollar as aksi lawan ubah iklim -";"None"
"559";"671";"2";"tan optimis swasembada bawang putih";"None"
"563";"675";"2";"kemenhub angkut umum turun natal tahun baru";"None"
"564";"676";"2";"dana desa ribu pasar hingga salur urus irigasi bangun";"None"
"565";"677";"2";"perintah revisi tarif ekspor kelapa sawit";"None"
"566";"678";"2";"ramai e-payment dana usung by indonesian for indonesia";"None"
"569";"681";"2";"natal tahun baru lonjak tumpang ka prediksi jadi desember";"None"
"570";"682";"2";"ekonomi indonesia punya sempat tumbuh";"None"
"571";"683";"2";"tumpang pesawat prediksi capai juta natal tahun baru";"None"
"572";"684";"2";"libur natal tahun baru tumpang transportasi laut prediksi naik persen";"None"
"575";"687";"2";"jadi the best marketing mister tourism of asean arief yahya makin pede";"None"
"578";"690";"2";"hanwha life luncur asuransi dana waris premi rp";"None"
"580";"692";"2";"airasia jalin kerja sama mitra lokal vietnam";"None"
"581";"693";"2";"tan program serasi tingkat produktivitas tani sumsel";"None"
"583";"695";"2";"jonan harap dpr tuju rencana subsidi pasang listrik";"None"
"584";"696";"2";"btn genjot biaya rumah masyarakat hasil rendah";"None"
"585";"697";"2";"tak nyaman alami rombong sri mulyani ktt g argentina";"None"
"586";"698";"2";"maskapai minta tak naik tarif terbang terlalu tinggi natal tahun baru";"None"
"589";"701";"2";"menhub labuh kali adem segera benah";"None"
"590";"702";"2";"kuat sistem listrik jakarta banten pln investasi rp miliar";"None"
"591";"703";"2";"banyak pilot nganggur menhub kurang sekolah terbang";"None"
"592";"704";"2";"menhub tak mau campur kisruh lion air vs boeing";"None"
"593";"705";"2";"naik tipis premi industri asuransi jiwa rp triliun";"None"
"594";"706";"2";"menhub minta tak monopoli taksi bandara ahmad yani";"None"
"595";"707";"2";"kemenkeu minta konsorsium asuransi jamin barang milik negara";"None"
"596";"708";"2";"dukung bisnis btn gandeng start-up";"None"
"599";"711";"2";"bos go-jek masuk jajar bloomberg";"None"
"601";"713";"2";"jeli kelola migas rakyat sejahtera";"None"
"603";"715";"2";"total industri asuransi jiwa turun persen";"None"
"604";"716";"2";"aaji asuransi jiwa tetap butuh tenaga pasar";"None"
"605";"717";"2";"milenial belum peduli milik asuransi jiwa";"None"
"606";"718";"2";"bandara soekarno-hatta raih best airport of the year bandara awards";"None"
"608";"720";"2";"jual st- lampau target capai rp triliun";"None"
"609";"721";"2";"tak lapor soal akuisisi kospin jasa denda kppu rp miliar";"None"
"610";"722";"2";"soal korban serang papua kata bpjs ketenagakerjaan";"None"
"611";"723";"3";"jumlah yang latar basarah sebut soeharto guru korupsi";"None"
"612";"724";"3";"bentuk mahasiswa best lalu smart sharing";"None"
"613";"725";"3";"jembatan hubung tual-maluku tenggara ambruk orang luka";"None"
"614";"726";"3";"perahu bawa sembako balik ajar smp tumpang tewas tenggelam";"None"
"616";"728";"3";"beasiswa ajar bahasa asing siswa daerah t";"None"
"617";"729";"3";"pdi-p aku nyata basarah soeharto guru korupsi rupa kampanye negatif";"None"
"619";"731";"3";"polisi tangkap satu napi provokator rusuh lapas banda aceh";"None"
"620";"732";"3";"kasus khashoggi pesan sadap cia ungkap duga libat mbs";"None"
"621";"733";"3";"kasus tani bunuh istri kesal minta rumah keramik hingga biaya salon";"None"
"623";"735";"3";"fakta duel maut gara-gara pilih capres prihatin jokowi hingga polisi buru pasok senpi";"None"
"624";"736";"3";"sudirman said pak harto guru bangun bukan guru korupsi";"None"
"626";"738";"3";"jenazah temu air selat malaka";"None"
"627";"739";"3";"balik kisah difabel rahmat hidayat jago desain idola igun hingga temu jokowi";"None"
"628";"740";"3";"reuni tinggal prabowo dukacita anies layat";"None"
"629";"741";"3";"erdogan turki maksud bahaya raja saudi kasus khashoggi";"None"
"630";"742";"3";"mayat perempuan temu geletak tegal duga korban bunuh";"None"
"632";"744";"3";"ketua rw jatinegara reuni tinggal jam jebak macet";"None"
"633";"745";"3";"cerita brigpol jackson korban sambar pesawat angkut bbm papua";"None"
"634";"746";"3";"mantan wali kota tasik dulu zaman beli gunung sekarang habis";"None"
"635";"747";"3";"duga lelah acara reuni ketua rw jatinegara tinggal";"None"
"637";"749";"3";"orang tani riau gantung diri tengkar istri";"None"
"638";"750";"3";"hari serang novel baswedan komitmen jokowi tagih";"None"
"639";"751";"3";"mensos ajak semua kalang wujud indonesia inklusi";"None"
"640";"752";"3";"beri bir gratis perempuan nekat coba bakar buah kedai";"None"
"641";"753";"3";"yogyakarta sandiaga alas hadir acara reuni";"None"
"642";"754";"3";"kolaborasi scarf perata akses materi didik";"None"
"643";"755";"3";"olly ajak parfi produksi film sulawesi utara";"None"
"645";"757";"3";"banjir rawa terate sudin sda jaktim pasang pompa mobile";"None"
"647";"759";"3";"suami aniaya istri tetap bagai sangka";"None"
"648";"760";"3";"orang pria temu tewas jembatan sungai cisadane";"None"
"649";"761";"3";"kpu segera putus calon oso bagai calon dpd";"None"
"651";"763";"3";"hendak singkir kasur kakek tewas seret banjir bandang";"None"
"652";"764";"3";"basarah lapor bareskrim kait duga hina soeharto";"None"
"653";"765";"3";"pangdam kapolda papua tuju lokasi duga tewas kerja jembatan nduga";"None"
"654";"766";"3";"gp ansor pbnu protes kicau dubes arab saudi soal reuni";"None"
"656";"768";"3";"bareskrim polri periksa saksi kait bahar bin smith polda sumsel";"None"
"657";"769";"3";"hilang sungai gelut buaya heri temu tewas";"None"
"658";"770";"3";"henti lomba senjata trump temu putin xi jinping";"None"
"661";"773";"3";"banyak kerja jembatan nduga papua duga bunuh kkb ambil foto upacara";"None"
"662";"774";"3";"produsen kosmetik oplos diri pernah endorse artis ibu kota";"None"
"663";"775";"3";"muara sungai dangkal pasok bbm pangkal pinang hambat";"None"
"664";"776";"3";"cuaca buruk pesawat garuda tuju pontianak darat pangkal pinang";"None"
"665";"777";"3";"as dukung rencana israel hancur terowongan hezbollah";"None"
"667";"779";"3";"baik jalan sitanala alternatif bisa lalu";"None"
"668";"780";"3";"keluarga kerja jembatan nduga papua cemas kabar";"None"
"670";"782";"3";"caleg gerindra informasi nomor urut temu guru smp";"None"
"672";"784";"3";"pimpin komisi viii minta kemensos serius bina panti rehabilitasi sosial";"None"
"673";"785";"3";"as keluar janji nuklir rusia siap lomba senjata";"None"
"674";"786";"3";"janji kerja milda tipu korban raup rp juta";"None"
"675";"787";"3";"soekarwo bijak ganjil genap akan terap jatim";"None"
"677";"789";"3";"calon oesman sapta putus kpu tetap ikut mk";"None"
"678";"790";"3";"anggota komisi i bunuh kerja nduga papua teror hadap negara";"None"
"679";"791";"3";"tolak tambang ratus warga hadang wna staf dinas esdm";"None"
"680";"792";"3";"eurico guterres banyak warga eks timtim tinggal kamp ungsi";"None"
"683";"795";"3";"supriyadi suluh agama ganggu lihat gaji rp per bulan";"None"
"685";"797";"3";"cari curi yoghurt polisi taiwan tes dna juta rupiah";"None"
"686";"798";"3";"mendikbud ungkap beda ajar pmp era orba yang ajar";"None"
"687";"799";"3";"tangan keras papua aparat minta tetap utama prinsip ham";"None"
"688";"800";"3";"trembesi tabebuya bakal cantik tol trans jawa jawa timur";"None"
"689";"801";"3";"kemendagri kebut rekam e-ktp jelang milu";"None"
"690";"802";"3";"polisi duga ada kerja jembatan belum temu nduga papua";"None"
"691";"803";"3";"jam periksa sidik polda jubir ky berat jawab tanya";"None"
"692";"804";"3";"ijinkan anak khayal manfaat";"None"
"693";"805";"3";"ibu cemas anak sebut jadi korban bunuh kkb papua";"None"
"694";"806";"3";"kpk tahan sangka kasus duga korupsi jalan bengkal";"None"
"695";"807";"3";"sakit hati putus pemuda sebar foto mantan pacar tulis dibooking";"None"
"696";"808";"3";"selang alkon lepas isi bbm rumah kamar kos bakar";"None"
"697";"809";"3";"presiden minta icmi beri cerah publik soal penting satu";"None"
"698";"810";"3";"dpo tahun pidana palsu dokumen kapal tangkap";"None"
"699";"811";"3";"jica tuju pindah depo mrt stadion bmw";"None"
"700";"812";"3";"bocah duga hanyut temu cari lanjut jumat pagi";"None"
"701";"813";"3";"acara bahar bin smith tetap bagai sangka";"None"
"703";"815";"3";"cirebon kasus bunuh dominasi latar belakang asmara";"None"
"705";"817";"3";"hujan deras jalan masuk dermaga borong manggarai timur jebol";"None"
"706";"818";"3";"tubuh putri kandung pria vonis tahun penjara denda rp miliar";"None"
"707";"819";"3";"survei lsi bulan kampanye elektabilitas jokowi-ma ruf persen prabowo-sandiaga persen";"None"
"708";"820";"3";"tujuh jenazah bunuh kkb nduga papua karyawan pt istaka karya";"None"
"709";"821";"3";"cegah jual blangko e-ktp kemendagri bakal pantau toko online";"None"
"710";"822";"3";"pemkot surakarta tak segan meja hijau buang sampah sembarang";"None"
"711";"823";"3";"polisi telusur duga oknum tni jadi laku tembak warga prabumulih";"None"
"712";"824";"3";"aktor sean penn syuting film bunuh jurnalis jamal khashoggi";"None"
"713";"825";"3";"negara minta maaf tak mampu usut langgar ham";"None"
"714";"826";"3";"dvi inafis identifikasi korban temu selat malaka";"None"
"715";"827";"3";"keluarga korban tembak paniai tolak rp miliar tawar perintah";"None"
"716";"828";"3";"kubu prabowo psi semangat serang orba bukan berantas korupsi";"None"
"717";"829";"3";"kata teliti perintah ikan trauma healing korban konflik papua";"None"
"718";"830";"3";"usai tenggak miras orang lelaki tewas tikam teman minum";"None"
"719";"831";"3";"bupati ttu jemput jenazah emanuel korban tembak kkb nduga";"None"
"721";"833";"3";"polisi china ringkus geng jual beli obat kanker ilegal";"None"
"722";"834";"3";"erick thohir ma ruf amin gerak persen nanti";"None"
"723";"835";"3";"ekor kucing selamat rumah jagal ilegal china";"None"
"725";"837";"3";"eka kurniawan raih harga sastra internasional belanda";"None"
"726";"838";"3";"kerja jembatan nduga papua pt istaka karya tak kawal pihak aman";"None"
"727";"839";"3";"bawaslu dishub copot stiker gambar paslon capres angkot tangsel";"None"
"728";"840";"3";"aksi ampo bank jadi brasil orang bunuh";"None"
"729";"841";"3";"mobil pikap tabrak sepeda motor rumah tewas";"None"
"730";"842";"3";"bayi balut kain batik menang temu warga belakang kios";"None"
"731";"843";"3";"truk mundur batu kali angkut timpa kemudi granmax belakang hingga tewas";"None"
"732";"844";"3";"jam terombang-ambing laut mesin kapal mati abk temu lemas";"None"
"733";"845";"3";"bahar bin smith jadi sangka komentar sandiaga";"None"
"734";"846";"3";"ratus rumah pulau bangka rendam banjir hingga meter";"None"
"736";"848";"3";"pesawat sus air tergelincri lapter mappi tak korban jiwa";"None"
"737";"849";"3";"park and ride bangun terminal kampung rambutan kalideres tb simatupang";"None"
"738";"850";"3";"para menang kompasianival awards";"None"
"739";"851";"3";"kompasianival kopi darat blogger kompasiana";"None"
"740";"852";"3";"normalisasi ciliwung lama baik buat warga dukung";"None"
"741";"853";"3";"ketat parkir dki siap park and ride";"None"
"744";"856";"3";"anies warga kompasiana akhir enggak sempat tulis";"None"
"745";"857";"3";"karung e-ktp temu pondok kopi bawa polres";"None"
"746";"858";"3";"kisah inspiratif perempuan jaya darat laut udara kompasianival";"None"
"749";"861";"4";"kantor situs video porno balas boikot starbucks";"None"
"750";"862";"4";"rombak ikon microsoft office jadi lebih modern";"None"
"759";"871";"4";"usia tahun jumlah fakta tarik kena playstation";"None"
"772";"884";"4";"zombie resident evil datang game pubg mobile";"None"
"773";"885";"4";"redbus aplikasi mesan tiket bus antarkota luncur indonesia";"None"
"777";"889";"4";"youtuber dapat tinggi panjang";"None"
"781";"893";"4";"lihat presentasi powerpoint bakal nonton film";"None"
"783";"895";"4";"bts hingga dil topik populer twitter";"None"
"784";"896";"4";"boyband k-pop kalah popularitas jokowi prabowo twitter";"None"
"786";"898";"4";"microsoft siap ramban rupa chrome bagai ganti edge";"None"
"792";"904";"4";"kenal hastu wijayasri sosok programer perempuan difabel indonesia";"None"
"798";"910";"4";"google buka kursus machine learning gratis developer indonesia";"None"
"800";"912";"4";"hotel swiss sedia jasa admin instagram tamu libur";"None"
"805";"917";"4";"aplikasi youtube putar video cara otomatis";"None"
"807";"919";"4";"tips editing posting foto instagram";"None"
"810";"922";"4";"video youtube populer dunia";"None"
"811";"923";"4";"foto hasil kamera dslr pakai samsung iklan galaxy a star";"None"
"812";"924";"4";"monitor k lg luncur indonesia nyambung macbook pro";"None"
"815";"927";"4";"tahun windows mampu lewat windows";"None"
"817";"929";"4";"wordpress resmi luncur bawa tampil blocks serba kotak";"None"
"818";"930";"4";"youtube rilis rewind skinnyindonesian gen halilintar";"None"
"819";"931";"4";"qualcomm resmi snapdragon cx chip paling ekstrim laptop";"None"
"822";"934";"4";"video populer youtube indonesia";"None"
"826";"938";"2";"perban indonesia siap terap lanjut standar basel iii";"None"
"827";"939";"2";"kanada minta as hapus tarif baja alumunium";"None"
"828";"940";"2";"btn akad kpr nasabah";"None"
"829";"941";"2";"as-meksiko-kanada teken nafta baru trump klaim menang";"None"
"830";"942";"2";"smf kuat peran kurang beban fiskal perintah";"None"
"831";"943";"2";"brexit inggris peluang hilang tumbuh pdb";"None"
"832";"944";"2";"turki harap hubung dagang tiongkok tingkat";"None"
"834";"946";"2";"fed tegas siap naik suku bunga";"None"
"835";"947";"2";"ekonomi inggris tekan akibat skenario brexit";"None"
"838";"950";"2";"harga minyak dunia jatuh";"None"
"839";"951";"2";"proyek keit bekapur nilai kurang beban labuh";"None"
"840";"952";"2";"emas jangka libas perkasa dolar as";"None"
"841";"953";"2";"kerja ekspor industri furnitur tembus usd miliar";"None"
"844";"956";"2";"selesai listrik ribu mw sesuai butuh";"None"
"845";"957";"2";"modalku-askrindo sinergi daya umkm";"None"
"846";"958";"2";"medco komitmen tahan produksi migas";"None"
"848";"960";"2";"dividen pajak bumn tuntut pacu ekonomi rakyat";"None"
"850";"962";"2";"jokowi juta kk sambung listrik";"None"
"851";"963";"2";"pln bidik ribu kk sambung listrik cara mandiri";"None"
"853";"965";"2";"hormat mendiang george hw bush pasar saham libur";"None"
"854";"966";"2";"jokowi sambung listrik gratis";"None"
"857";"969";"2";"kemenperin bakal promosi fesyen indonesia prancis";"None"
"858";"970";"2";"airnav indonesia bangun menara balikpapan";"None"
"859";"971";"2";"pertamina mor vi operasi spbu satu harga";"None"
"860";"972";"2";"pariwisata target jadi sumbang utama devisa indonesia";"None"
"862";"974";"2";"iupk freeport panjang";"None"
"863";"975";"2";"ojk likuiditas perban aman";"None"
"865";"977";"2";"blok masela proyek idd jadi fokus utama dwi soetjipto";"None"
"866";"978";"2";"mendag optimistis kerja ekspor baik neraca dagang";"None"
"867";"979";"2";"mandiri capital luncur venture fund";"None"
"868";"980";"2";"tekan impor temu cadang migas raksasa";"None"
"869";"981";"2";"investor pasar modal capai juta";"None"
"874";"986";"2";"harga pertamax cs bakal turun waktu tepat";"None"
"876";"988";"2";"dwi soetjipto minta tingkat cadang migas";"None"
"877";"989";"2";"inspirasi jokowi bos adaro lintas bikin kompor listrik";"None"
"878";"990";"2";"harga gabah kering tingkat tani naik";"None"
"879";"991";"2";"nilai tukar tani naik";"None"
"882";"994";"2";"temu g reda tegang perang dagang";"None"
"884";"996";"2";"jokowi tunjuk eks dirut pertamina jadi kepala skk migas";"None"
"885";"997";"2";"sri mulyani sindir anak usaha belum ipo";"None"
"886";"998";"2";"pesan bos imf negara anggota g";"None"
"889";"1001";"2";"bahan makan sumbang inflasi";"None"
"890";"1002";"2";"upaya perintah stabil harga butuh pokok kian solid";"None"
"892";"1004";"2";"qatar potensi dongkrak harga bbm";"None"
"893";"1005";"2";"bumn utang besar capai rp triliun";"None"
"896";"1008";"2";"usaha tambang izin ekspor";"None"
"897";"1009";"2";"ancora godok right issue cari dana";"None"
"901";"1013";"2";"emiten anabatic optimistis tumbuh kuartal iv";"None"
"902";"1014";"2";"peran penting jokowi hilir industri";"None"
"903";"1015";"2";"menteri sofyan target sertifikasi lahan lampau";"None"
"904";"1016";"2";"fintax fair bantu kembang kuat bisnis";"None"
"905";"1017";"2";"energy equity setor rp triliun negara";"None"
"907";"1019";"2";"luhut tegas tak ekspor bahan mentah";"None"
"908";"1020";"2";"merosot laba pertamina cuma rp triliun hingga september";"None"
"910";"1022";"2";"potensi ekonomi laut indonesia usd triliun";"None"
"911";"1023";"2";"labuh kuala tanjung mulai diujicobakan";"None"
"912";"1024";"2";"mental usaha batu bara perlu ubah";"None"
"913";"1025";"2";"utang usaha bumn tembus rp triliun";"None"
"914";"1026";"2";"satgas waspada investasi tindak koperasi bodong";"None"
"915";"1027";"2";"pasar saham positif usai tunda tarif as-tiongkok";"None"
"916";"1028";"2";"korsel hibah usd juta korban gempa sulsel";"None"
"918";"1030";"2";"qatar siap hengkang opec";"None"
"919";"1031";"2";"cerita sang rajin batik cirebon";"None"
"920";"1032";"2";"pertamina-tppi ekspor perdana paraxylene tiongkok";"None"
"922";"1034";"2";"apindo saran harga bbm naik tekan cad";"None"
"923";"1035";"2";"anak usaha adhi genjot bisnis huni integrasi lrt";"None"
"926";"1038";"2";"citibank suntik usd juta pelita samudera shipping";"None"
"927";"1039";"2";"hilir industri perintah harus perhati sektor hulu";"None"
"930";"1042";"2";"kembang harga komoditas pangan dua tahun akhir";"None"
"931";"1043";"2";"kemenkeu cair dana talang bpjs sehat rp triliun";"None"
"932";"1044";"2";"setor dividen pertamina tahun depan ciut";"None"
"933";"1045";"2";"bakrie terus benah utang hingga tahun depan";"None"
"934";"1046";"2";"pesawat boeing max lion air operasi";"None"
"936";"1048";"2";"batal pesawat boeing jadi putus lion";"None"
"937";"1049";"2";"laba pertamina taksir tak capai target";"None"
"941";"1053";"2";"atur pungut ekspor cpo usd terbit";"None"
"942";"1054";"2";"subsidi bbm-listrik klaim signifikan gerus apbn";"None"
"943";"1055";"2";"eksplorasi giant discovery";"None"
"944";"1056";"2";"bpjs sehat suntik dana tambah rp triliun";"None"
"946";"1058";"2";"bakrie target pltu tanjung jati a operasi";"None"
"947";"1059";"2";"proyeksi tumbuh ekonomi apindo bawah perintah";"None"
"949";"1061";"2";"anggar angkat honorer tunggu kemenpan rb";"None"
"950";"1062";"2";"apindo optimistis rupiah bawah rp ribu";"None"
"952";"1064";"2";"respons sri mulyani soal kepala daerah korupsi gaji kecil";"None"
"953";"1065";"2";"bjb raih harga kpk";"None"
"954";"1066";"2";"bbm satu harga hadir nias";"None"
"956";"1068";"2";"menkeu tak soal bumn banyak utang asal bayar";"None"
"957";"1069";"2";"harga bbm prediksi tetap naik";"None"
"958";"1070";"2";"btn siap ambil peran biaya rumah mbr";"None"
"959";"1071";"2";"dorong manfaat zakat bangun lanjut";"None"
"960";"1072";"2";"tekan ihsg arah bursa eksternal";"None"
"962";"1074";"2";"akr turun harga bbm nonsubsidi rp liter";"None"
"968";"1080";"2";"usaha tambang keluh efek b mesin";"None"
"970";"1082";"2";"stok energi fosil indonesia mampu penuh butuh";"None"
"971";"1083";"2";"perintah luncur kur khusus terna rakyat";"None"
"972";"1084";"2";"resep menkeu keluar indonesia middle income trap";"None"
"973";"1085";"2";"pgn sabet harga lhkpn kpk";"None"
"976";"1088";"2";"sbn valas terbit hingga akhir tahun";"None"
"977";"1089";"2";"terima pajak tahun taksir capai";"None"
"979";"1091";"2";"kemenkeu rencana anggar dorong serap belanja";"None"
"984";"1096";"2";"menkeu lantik andin hadiyanto jadi staf ahli";"None"
"985";"1097";"2";"industri asuransi mulai sasar tani hingga sopir angkot";"None"
"986";"1098";"2";"menteri bumn resmi kapal wisata komodo";"None"
"987";"1099";"2";"antam tunjuk orori jadi reseller resmi";"None"
"989";"1101";"2";"contoh selandia baru terap regulasi produk tembakau alternatif";"None"
"990";"1102";"2";"premi asuransi jiwa capai rp triliun";"None"
"991";"1103";"2";"chandra asri gelontor usd miliar bangun kompleks petrokimia";"None"
